Id,CNPJ,CPF,Nome,Ativo,Recadastrado,Município,UF,Natureza Jurídica,Porte da Empresa,Ramo do Negócio,Unidade Cadastradora,CNAE,CNAE Secundário,Habilitado a Licitar
385,,***.489.351-**,WATUSI CARVALHO DERZI MORAES,Sim,,91316: Ponta Porã,MS,,1: MICROEMPRESA,,,,,Sim
386,00.049.460/0001-04,,JAWA COMERCIO E SERVICOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4751201: COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,,Sim
389,00.049.791/0001-44,,HOSPITAL SANTA HELENA S/A,Não,,97012: BRASÍLIA,DF,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,8610102: ATIVIDADES DE ATENDIMENTO EM PRONTO-SOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGÊNCIAS,,Sim
391,,***.512.810-**,RAQUEL DOELER,Sim,,88919: São Pedro do Sul,RS,,1: MICROEMPRESA,,,,,Sim
393,,***.515.271-**,ANTONIO AIRTON DE ARAUJO CARNEIRO,Sim,,13897: Fortaleza,CE,,1: MICROEMPRESA,,,,,Sim
394,,***.516.169-**,RUBENS CARLOS BUSCHMANN,Não,,97870: Chapadão do Sul,MS,,1: MICROEMPRESA,,,,,Sim
395,00.051.722/0001-75,,CASA DO PAO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4721102: PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA,,Sim
396,,***.519.320-**,SERGIO LUIZ BRAGA JUNIOR,Sim,,88498: Santa Vitória do Palmar,RS,,1: MICROEMPRESA,,,,,Sim
400,,***.540.671-**,FELIPE ADROALDO RAMPELOTTO GATTO,Sim,,91510: Rondonópolis,MT,,1: MICROEMPRESA,,,,,Sim
401,,***.540.821-**,EDUARDO BRUNO RAMPELOTTO GATTO,Sim,,99074: Sorriso,MT,,1: MICROEMPRESA,,,,,Sim
402,,***.541.510-**,FLAVIO ROTTA CORREA,Sim,,88013: Porto Alegre,RS,,1: MICROEMPRESA,,,,,Sim
408,00.055.671/0001-50,,VAN-MEX COMERCIAL E SERVICOS LTDA,Sim,,58653: Niterói,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4761003: COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,,Sim
409,00.055.699/0001-97,,CIAL COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,Sim,,93734: Goiânia,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,5620101: FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS,,Sim
410,00.055.699/0003-59,,CIAL COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,Sim,,93734: Goiânia,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,5620101: FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS,,Sim
412,,***.561.221-**,THOMAS MATIAS MICHELS,Sim,,94595: Mineiros,GO,,1: MICROEMPRESA,,,,,Sim
414,00.056.500/0001-45,,MICROWORK COMERCIO E ASSISTENCIA TECNICA LTDA,Sim,,58777: Petrópolis,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4751201: COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,,Sim
417,00.056.697/0001-12,,SPM EMPREENDIMENTOS LTDA,Sim,,71072: São Paulo,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4299599: OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
420,00.056.958/0001-02,,IDEALLE EDITORA E PUBLICIDADE LTDA,Não,,77690: Piraquara,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,5822101: EDIÇÃO INTEGRADA À IMPRESSÃO DE JORNAIS DIÁRIOS,,Sim
421,00.057.023/0001-32,,IMOBILIARIA PEDRA LTDA,Sim,,90352: Barra do Garças,MT,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6821802: CORRETAGEM NO ALUGUEL DE IMÓVEIS,,Sim
422,00.057.118/0001-56,,ARTE TINTAS COMERCIO DE TINTAS LTDA,Sim,,75639: Foz do Iguaçu,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4741500: COMÉRCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,,Sim
424,00.057.359/0001-03,,COMERCIAL DE BOMBAS E MOTORES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4744005: COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
430,00.058.094/0001-50,,HUCZOK & LEME CONSULTORIA LTDA,Não,,70572: Santo André,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"7020400: ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXCETO CONSULTORIA TÉCNICA ESPECÍFICA",,Sim
435,00.058.557/0001-83,,FABIO MANOEL MARTINS,Sim,,81051: Florianópolis,SC,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,9529199: REPARAÇÃO E MANUTENÇÃO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMÉSTICOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
437,00.058.752/0003-75,,CENTRO AUTOMOTIVO BH SUL LTDA,Sim,,41017: Bambuí,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4731800: COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,,Sim
439,00.058.865/0001-09,,M M F VELLOSO LTDA,Sim,,58653: Niterói,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
440,00.059.062/0001-79,,CRYSSIL FORNECEDORA DE MATERIAIS E SERVICOS ESPECIALIZADOSLTDA,Sim,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4645101: COMÉRCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MÉDICO, CIRÚRGICO, HOSPITALAR E DE LABORATÓRIOS",,Sim
441,00.059.204/0001-06,,JOAO PEDRO FULOZINO,Não,,93734: Goiânia,GO,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,9521500: REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETROELETRÔNICOS DE USO PESSOAL E DOMÉSTICO,,Sim
443,,***.592.438-**,HELOISA HELENA CANTO NOGUEIRA,Sim,,71072: São Paulo,SP,,1: MICROEMPRESA,,,,,Sim
446,00.059.746/0001-70,,NOBRE-SERVICE SERVICOS TECNICOS INDUSTRIAIS LTDA,Sim,,58653: Niterói,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,3317101: MANUTENÇÃO E REPARAÇÃO DE EMBARCAÇÕES E ESTRUTURAS FLUTUANTES,,Sim
448,00.059.799/0001-91,,HDS SISTEMAS DE ENERGIA LTDA,Sim,,54534: Pinhais,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2710402: FABRICAÇÃO DE TRANSFORMADORES, INDUTORES, CONVERSORES, SINCRONIZADORES E SEMELHANTES, PEÇAS E ACESSÓRIOS",,Sim
449,00.059.857/0001-87,,CENTRO DE ENSINO UNIFICADO DE BRASILIA CEUB,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,8531700: EDUCAÇÃO SUPERIOR - GRADUAÇÃO,,Sim
450,00.059.908/0001-70,,HOUSE CENTER M.P.R. FLORES LTDA,Sim,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789002: COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,,Sim
451,00.059.934/0001-07,,BRISASOL SERVICOS DE TURISMO LTDA,Sim,,38490: Salvador,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7911200: AGÊNCIAS DE VIAGENS,,Sim
456,,***.601.954-**,ERICK LUIZ NEVES DA CAMARA,Sim,,17612: Natal,RN,,1: MICROEMPRESA,,,,,Sim
459,00.060.349/0001-19,,DIAGNOSTICA REPRESENTACOES E COMERCIO LTDA,Sim,,9210: São Luís,MA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4773300: COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS,,Sim
465,00.061.036/0001-85,,LIFE EMPREENDIMENTOS E SERVICOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"8111700: SERVIÇOS COMBINADOS PARA APOIO A EDIFÍCIOS, EXCETO CONDOMÍNIOS PREDIAIS",,Sim
466,00.061.100/0001-28,,GRUBER & FILHO LTDA,Não,,75639: Foz do Iguaçu,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4754703: COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO,,Sim
467,00.061.118/0001-20,,CEPEO - CONTRACEPTIVOS LTDA,Sim,,38490: Salvador,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4645101: COMÉRCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MÉDICO, CIRÚRGICO, HOSPITALAR E DE LABORATÓRIOS",,Sim
468,00.061.133/0001-78,,GUSTAVO MARTINS MARQUES,Sim,,9210: São Luís,MA,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,7111100: SERVIÇOS DE ARQUITETURA,,Sim
469,00.061.137/0001-56,,RTS SERVICOS E MANUTENCOES LTDA,Não,,38490: Salvador,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4322301: INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS",,Sim
472,00.061.191/0001-00,,J.B. ASSISTENCIA TECNICA EM EQUIPAMENTOS MEDICOS E ODONTOLOGICOS LTDA,Sim,,90514: Campo Grande,MS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,3319800: MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS E PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
473,00.061.294/0001-61,,ZANIN & ZANIN LTDA,Sim,,75639: Foz do Iguaçu,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530703: COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,,Sim
474,00.061.511/0001-13,,DIGITO COMERCIAL LTDA,Sim,,74934: Cascavel,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4751201: COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,,Sim
475,00.061.742/0001-27,,STARTWARE INFORMATICA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6201501: DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA,,Sim
478,00.062.038/0001-99,,TONERVILLE MANUTENCAO E INSTALACAO DE EQUIPAMENTOS LTDA,Sim,,81795: Joinville,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7733100: ALUGUEL DE MÁQUINAS E EQUIPAMENTOS PARA ESCRITÓRIO,,Sim
486,00.062.779/0001-70,,F M ARAUJO BEZERRA,Sim,,13897: Fortaleza,CE,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,4742300: COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,,Sim
488,00.062.861/0001-02,,ACOMAR REFORMA E REFRIGERACAO LTDA,Sim,,45950: Ibirité,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4322302: INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO",,Sim
492,00.063.134/0001-51,,CARLOS WILIAM TSUHA LTDA,Sim,,90514: Campo Grande,MS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2539001: SERVIÇOS DE USINAGEM, TORNEARIA E SOLDA",,Sim
493,00.063.195/0001-19,,CAFETERIA COLFARO LTDA,Sim,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"5611203: LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",,Sim
494,00.063.215/0001-51,,PETHRAS ENGENHARIA E TELECOMUNICACOES LTDA,Sim,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329104: MONTAGEM E INSTALAÇÃO DE SISTEMAS E EQUIPAMENTOS DE ILUMINAÇÃO E SINALIZAÇÃO EM VIAS PÚBLICAS, PORTOS E AEROPORTOS",,Sim
498,,***.635.939-**,RODRIGO SILVEIRA,Sim,,35: Porto Velho,RO,,1: MICROEMPRESA,,,,,Sim
499,00.063.682/0001-81,,SOMITEC SOCIEDADE DE MONTAGENS E INST.TECNICAS LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4321500: INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,,Sim
500,00.063.719/0001-71,,PAPELARIA DINAMICA LTDA,Sim,,93734: Goiânia,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4647801: COMÉRCIO ATACADISTA DE ARTIGOS DE ESCRITÓRIO E DE PAPELARIA,,Sim
505,00.064.212/0001-32,,AUDIO MERCANTIL LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4753900: COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO,,Sim
506,00.064.336/0001-18,,VOUGA VEICULOS E PECAS LTDA,Sim,,13897: Fortaleza,CE,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4511101: COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS",,Sim
507,00.064.702/0001-39,,SKM ELETRO ELETRONICA LTDA,Sim,,58378: Itaboraí,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
508,00.064.709/0001-50,,PLANSERVICE TERCEIRIZACAO DE SERVICOS LTDA,Não,,93734: Goiânia,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8121400: LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS,,Sim
509,00.064.849/0001-29,,SERRA AZUL ENGENHARIA LTDA,Sim,,41238: Belo Horizonte,MG,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
510,00.064.866/0001-66,,GRUPO DE TEATRO ARMATRUX,Sim,,41238: Belo Horizonte,MG,23: ASSOCIAÇÃO PRIVADA,2: null,,,9493600: ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS LIGADAS À CULTURA E À ARTE,,Sim
512,00.065.123/0001-00,,C E A COMUNICACAO E PRODUCAO LTDA,Sim,,9210: São Luís,MA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"8230001: SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS",,Sim
513,00.065.178/0001-10,,INPREART INDUSTRIA DE PRE-MOLDADOS E ARTEFATOS DE CONCRETO LTDA,Sim,,75132: Colombo,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2330399: FABRICAÇÃO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES",,Sim
515,00.065.391/0001-22,,OLIVEIRA MELO ENGENHARIA E CONSTRUCOES LTDA,Sim,,93734: Goiânia,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
516,00.065.492/0001-01,,P S 3 COMERCIAL E DISTRIBUIDORA LTDA,Não,,83275: São José,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4751201: COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,,Sim
517,00.065.562/0001-13,,NATUREZA REPRESENTACOES E COMERCIO LTDA,Sim,,58831: Resende,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530701: COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,,Sim
519,00.065.644/0001-68,,NUTRANA LTDA EM RECUPERACAO JUDICIAL,Sim,,90670: Cuiabá,MT,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,5620101: FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS,,Sim
520,00.065.670/0001-96,,M A MARTINELLI,Sim,,90352: Barra do Garças,MT,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,4743100: COMÉRCIO VAREJISTA DE VIDROS,,Sim
522,,***.663.935-**,FRANCICLEIDE PEREIRA DE LIMA,Sim,,33634: Barreiras,BA,,1: MICROEMPRESA,,,,,Sim
523,00.066.446/0001-19,,RIO BRANCO S/A CORRETORA DE SEGUROS,Sim,,80810: Chapecó,SC,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,"6622300: CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDÊNCIA COMPLEMENTAR E DE SAÚDE",,Sim
524,00.066.508/0001-92,,BORTONCELLO INFORMATICA DISTRIB DE SUPRIMENTOS LTDA,Sim,,85995: Caxias do Sul,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4751201: COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,,Sim
527,00.066.716/0001-91,,LOGIN INFORMATICA COMERCIO E REPRESENTACAO LTDA,Sim,,38490: Salvador,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4751201: COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,,Sim
529,00.066.716/0003-53,,LOGIN INFORMATICA COMERCIO E REPRESENTACAO LTDA,Sim,,35734: Ilhéus,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,2621300: FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA,,Sim
532,00.067.475/0001-03,,EDOX GASES MEDICINAIS E INDUSTRIAIS LTDA,Sim,,58335: Duque de Caxias,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4773300: COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS,,Sim
534,00.067.750/0002-61,,POSTO LONGANA LTDA,Sim,,47236: João Monlevade,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4681805: COMÉRCIO ATACADISTA DE LUBRIFICANTES,,Sim
536,00.067.807/0001-41,,COMERCIO DE ESTIVAS LTDA,Sim,,31054: Aracaju,SE,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4637107: COMÉRCIO ATACADISTA DE CHOCOLATES, CONFEITOS, BALAS, BOMBONS E SEMELHANTES",,Sim
537,00.067.910/0001-91,,PROVINCIA TRANSPORTES E VIAGENS LTDA,Sim,,88013: Porto Alegre,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4923002: SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA,,Sim
539,00.068.095/0001-85,,TRIAL CONSTRUTORA LTDA,Não,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4330499: OUTRAS OBRAS DE ACABAMENTO DA CONSTRUÇÃO,,Sim
541,00.068.730/0001-24,,TOKEN RING INSTALACOES ELETRICAS E INFORMATICA LTDA,Sim,,38490: Salvador,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4752100: COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO,,Sim
542,00.068.841/0001-30,,CONBRAL S A CONSTRUTORA BRASILIA,Sim,,97012: BRASÍLIA,DF,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
545,,***.691.500-**,MATEUS GIACOMELLI TADIELO,Sim,,88633: São Borja,RS,,1: MICROEMPRESA,,,,,Sim
546,00.069.172/0001-11,,M. DE L. BADIN,Não,,95958: Planaltina,GO,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,"7020400: ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXCETO CONSULTORIA TÉCNICA ESPECÍFICA",,Sim
550,00.069.935/0001-24,,MHW ADMINISTRADORA DE BENS LTDA.,Sim,,81795: Joinville,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6462000: HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS,,Sim
551,00.069.955/0001-03,,DIPLOMATA MOLDURAS E VIDROS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4743100: COMÉRCIO VAREJISTA DE VIDROS,,Sim
552,00.070.070/0001-16,,UPX STUDIO LTDA,Sim,,60011: Rio de Janeiro,RJ,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,"5911199: ATIVIDADES DE PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO NÃO ESPECIFICADAS ANTERIORMENTE",,Sim
554,00.070.112/0005-42,,ALL NATIONS COMERCIO EXTERIOR S.A.,Não,,82333: Palhoça,SC,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,4652400: COMÉRCIO ATACADISTA DE COMPONENTES ELETRÔNICOS E EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO,,Sim
555,00.070.114/0001-08,,GBG PNEUS LTDA,Sim,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530702: COMÉRCIO POR ATACADO DE PNEUMÁTICOS E CÂMARAS-DE-AR,,Sim
559,00.070.414/0001-97,,CAMILO & GHISI LTDA.,Sim,,83674: Tubarão,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
560,00.070.595/0001-51,,SOZO E FORLIN LTDA,Sim,,98310: Juina,MT,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1812100: IMPRESSÃO DE MATERIAL DE SEGURANÇA,,Sim
562,,***.706.170-**,GENARO PEREIRA TROJAHN,Sim,,85596: Cachoeira do Sul,RS,,1: MICROEMPRESA,,,,,Sim
563,00.070.680/0001-10,,MECAVEL MECANICA DE VEICULOS LTDA,Não,,93734: Goiânia,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4520001: SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,,Sim
564,00.070.698/0001-11,,COMPANHIA ENERGETICA DE BRASILIA,Sim,,97012: BRASÍLIA,DF,9: SOCIEDADE DE ECONOMIA MISTA,2: null,,,6462000: HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS,,Sim
565,00.070.723/0001-67,,R G E ELETRICA LTDA,Não,,58971: São Gonçalo,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4742300: COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,,Sim
567,00.070.924/0001-64,,C D E CENTRO DE DIAGNOSTICOS ESPECIALIZADOS LTDA,Sim,,54038: Uberlândia,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8640299: ATIVIDADES DE SERVIÇOS DE COMPLEMENTAÇÃO DIAGNÓSTICA E TERAPÊUTICA NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
569,00.070.994/0001-12,,FOTO CORREA LTDA,Sim,,81051: Florianópolis,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7420002: ATIVIDADES DE PRODUÇÃO DE FOTOGRAFIAS AÉREAS E SUBMARINAS,,Sim
570,00.071.174/0001-45,,A B PROPAGANDA E MARKETING LTDA,Sim,,9210: São Luís,MA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7311400: AGÊNCIAS DE PUBLICIDADE,,Sim
574,00.071.799/0001-07,,SUPLIMED DISTRIBUIDORA DE PRODUTOS MEDICOS LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4664800: COMÉRCIO ATACADISTA DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA USO ODONTO-MÉDICO-HOSPITALAR; PARTES E PEÇAS",,Sim
575,00.071.815/0001-61,,"UNIGGEL SEMENTES, INDUSTRIA E COMERCIO LTDA",Sim,,736: Chapadão do Céu,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"141501: PRODUÇÃO DE SEMENTES CERTIFICADAS, EXCETO DE FORRAGEIRAS PARA PASTO",,Sim
578,00.071.939/0001-47,,MANUTEST ENGENHARIA LTDA,Não,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,2599301: SERVIÇOS DE CONFECÇÃO DE ARMAÇÕES METÁLICAS PARA A CONSTRUÇÃO,,Sim
582,00.072.255/0001-60,,JUSIMED IMPORTACAO E COMERCIO DE PRODUTOS MEDICOS LTDA,Sim,,75353: Curitiba,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4645101: COMÉRCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MÉDICO, CIRÚRGICO, HOSPITALAR E DE LABORATÓRIOS",,Sim
583,00.072.290/0001-89,,PERFIL GESTAO EMPRESARIAL SOCIEDADE SIMPLES PURA,Sim,,38490: Salvador,BA,18: SOCIEDADE SIMPLES PURA,2: null,,,"7020400: ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXCETO CONSULTORIA TÉCNICA ESPECÍFICA",,Sim
584,00.072.383/0001-03,,SERVE SUL CONSERVACAO E SERVICOS LTDA,Sim,,47333: Juiz de Fora,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8121400: LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS,,Sim
585,00.072.447/0001-76,,TRANSPORTES GERAIS BOTAFOGO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4930202: TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",,Sim
